,user_id,item_id,score
55702,297,7572,1.0
55703,503,8716,0.0
55704,65,74,0.0
55705,2475,8256,0.0
55706,444,2771,1.0
55707,919,14362,1.0
55708,2329,15301,1.0
55709,1240,3881,0.0
55710,297,13194,1.0
55711,502,9186,1.0
55712,473,13084,1.0
55713,503,1497,0.0
55714,476,13794,1.0
55715,3570,16499,1.0
55716,453,4799,1.0
55717,89,944,1.0
55718,1614,7728,1.0
55719,55,14956,0.0
55720,111,2489,0.0
55721,2154,8897,1.0
55722,118,3518,1.0
55723,931,6880,1.0
55724,2153,11668,0.0
55725,1110,6021,1.0
55726,2173,5581,1.0
55727,106,1309,1.0
55728,2149,11203,1.0
55729,78,13665,1.0
55730,293,9099,1.0
55731,63,340,1.0
55732,2829,10005,1.0
55733,568,5654,1.0
55734,127,15920,1.0
55735,450,1993,1.0
55736,277,2037,0.0
55737,3433,9172,1.0
55738,619,6011,1.0
55739,692,8654,1.0
55740,490,5326,1.0
55741,678,12063,1.0
55742,79,10269,1.0
55743,113,1188,1.0
55744,43,2007,1.0
55745,117,5076,1.0
55746,2202,6009,1.0
55747,2033,15007,0.0
55748,586,5524,1.0
55749,449,11044,1.0
55750,2697,12315,1.0
55751,50,10248,1.0
55752,839,11740,0.0
55753,1024,1627,1.0
55754,2182,11940,1.0
55755,50,12918,0.0
55756,2508,7511,0.0
55757,610,5685,1.0
55758,1102,5624,0.0
55759,2161,8364,1.0
55760,1158,6785,1.0
55761,121,78,1.0
55762,9,14834,0.0
55763,104,3975,1.0
55764,2623,12227,1.0
55765,3582,14921,0.0
55766,3007,12100,1.0
55767,1049,7308,0.0
55768,1885,12968,1.0
55769,445,15770,1.0
55770,75,15093,1.0
55771,611,5492,0.0
55772,2516,5525,1.0
55773,49,14414,1.0
55774,182,1464,1.0
55775,217,17206,0.0
55776,919,14710,1.0
55777,3045,12382,1.0
55778,625,6664,0.0
55779,458,11426,1.0
55780,84,5047,1.0
55781,39,4210,1.0
55782,478,5023,0.0
55783,446,11434,0.0
55784,660,13024,1.0
55785,1886,7393,1.0
55786,92,2982,1.0
55787,1570,7355,0.0
55788,447,13521,1.0
55789,142,2599,1.0
55790,3127,13067,1.0
55791,61,8317,1.0
55792,1582,3020,1.0
55793,2267,14703,1.0
55794,686,4327,0.0
55795,75,14686,0.0
55796,3514,10282,0.0
55797,87,10256,1.0
55798,749,225,1.0
55799,2206,12078,0.0
55800,107,8975,0.0
55801,695,5931,1.0
55802,331,2537,1.0
55803,717,12628,1.0
55804,1015,12951,0.0
55805,488,14752,0.0
55806,451,4986,1.0
55807,563,221,0.0
55808,46,6185,1.0
55809,520,10045,0.0
55810,82,8644,0.0
55811,485,5289,1.0
55812,48,9226,1.0
55813,502,5623,1.0
55814,446,15030,1.0
55815,2344,5444,1.0
55816,930,17724,1.0
55817,472,13851,0.0
55818,880,17425,1.0
55819,1038,14759,0.0
55820,58,3940,1.0
55821,2338,12999,1.0
55822,1489,15104,0.0
55823,637,6615,1.0
55824,433,15515,1.0
55825,1056,10300,1.0
55826,677,11971,1.0
55827,488,2059,0.0
55828,465,15583,1.0
55829,1856,4576,1.0
55830,432,4320,1.0
55831,14,471,1.0
55832,36,8830,1.0
55833,2029,11994,1.0
55834,1064,16460,1.0
55835,460,549,1.0
55836,126,4663,1.0
55837,453,4709,1.0
55838,68,1492,1.0
55839,1338,14636,0.0
55840,846,1908,1.0
55841,2228,5623,1.0
55842,452,14848,1.0
55843,67,2964,1.0
55844,908,10382,0.0
55845,2596,6527,0.0
55846,431,8251,1.0
55847,481,2456,1.0
55848,3432,9261,0.0
55849,2773,11904,0.0
55850,2811,6634,1.0
55851,103,1206,1.0
55852,3069,12953,0.0
55853,442,16652,1.0
55854,442,3472,1.0
55855,739,5493,0.0
55856,1993,5482,1.0
55857,1204,2981,1.0
55858,2924,14508,0.0
55859,471,16277,1.0
55860,2650,12524,1.0
55861,286,9443,1.0
55862,756,6587,1.0
55863,207,7681,0.0
55864,753,7893,1.0
55865,1348,2762,0.0
55866,2173,15573,1.0
55867,2283,12118,1.0
55868,514,7871,1.0
55869,75,30,1.0
55870,2829,7711,1.0
55871,499,15896,0.0
55872,441,7478,1.0
55873,61,2473,0.0
55874,302,10246,1.0
55875,468,10408,1.0
55876,2850,12055,0.0
55877,54,17539,0.0
55878,174,5237,1.0
55879,82,1467,1.0
55880,50,13388,0.0
55881,292,1751,1.0
55882,2644,14725,0.0
55883,79,2528,0.0
55884,80,16471,0.0
55885,453,15627,0.0
55886,830,11754,1.0
55887,125,10270,1.0
55888,2220,5920,1.0
55889,3569,16514,1.0
55890,793,9170,1.0
55891,105,74,0.0
55892,635,5552,1.0
55893,98,14353,1.0
55894,497,3932,1.0
55895,109,14726,1.0
55896,97,4298,1.0
55897,135,15747,1.0
55898,670,10186,1.0
55899,83,12414,0.0
55900,428,5931,1.0
55901,825,16483,0.0
55902,117,13994,1.0
55903,2788,13105,0.0
55904,3678,12435,1.0
55905,3403,9134,1.0
55906,433,14258,0.0
55907,41,2478,1.0
55908,36,14745,1.0
55909,2300,7907,0.0
55910,658,9847,1.0
55911,3370,12200,0.0
55912,472,16558,1.0
55913,455,1125,1.0
55914,91,16550,1.0
55915,218,3895,1.0
55916,94,13171,1.0
55917,63,14220,1.0
55918,1562,13370,0.0
55919,2210,13026,0.0
55920,1019,15572,1.0
55921,1480,6123,0.0
55922,954,14566,1.0
55923,2717,12174,1.0
55924,220,970,1.0
55925,80,1426,1.0
55926,1138,15099,0.0
55927,46,14605,1.0
55928,11,6464,1.0
55929,448,1578,1.0
55930,80,14969,0.0
55931,60,14731,1.0
55932,1016,1089,1.0
55933,427,8199,1.0
55934,454,11420,1.0
55935,486,8417,1.0
55936,1171,2977,1.0
55937,1549,3953,0.0
55938,472,16474,0.0
55939,2316,5495,0.0
55940,2149,16506,0.0
55941,3823,13115,1.0
55942,3999,14965,0.0
55943,1022,5537,1.0
55944,117,2507,1.0
55945,1357,15268,0.0
55946,82,16529,0.0
55947,1042,10877,0.0
55948,1160,15195,1.0
55949,95,3877,1.0
55950,464,14242,1.0
55951,2407,5506,1.0
55952,124,3413,1.0
55953,477,7533,0.0
55954,2301,12196,1.0
55955,0,16462,1.0
55956,450,16541,1.0
55957,97,4717,0.0
55958,592,5950,1.0
55959,2695,13064,1.0
55960,509,8540,0.0
55961,915,7862,1.0
55962,3999,14855,0.0
55963,479,6098,1.0
55964,1007,6309,1.0
55965,1891,13061,1.0
55966,83,1558,1.0
55967,49,10711,1.0
55968,564,5570,1.0
55969,1881,4527,0.0
55970,1911,6298,1.0
55971,434,7,1.0
55972,637,9672,0.0
55973,449,2980,1.0
55974,15,6913,1.0
55975,511,10168,1.0
55976,110,13721,1.0
55977,3665,11922,1.0
55978,2303,12318,0.0
55979,2310,5565,0.0
55980,3540,10478,1.0
55981,2158,11559,0.0
55982,9,4189,1.0
55983,51,2781,1.0
55984,2154,6494,0.0
55985,2771,12073,0.0
55986,3577,14844,0.0
55987,1445,5679,0.0
55988,53,16397,1.0
55989,2207,12167,1.0
55990,472,17480,0.0
55991,1915,8719,0.0
55992,1587,2872,0.0
55993,99,12951,1.0
55994,463,2494,1.0
55995,131,12969,1.0
55996,0,10020,1.0
55997,504,16558,0.0
55998,1201,1854,1.0
55999,900,7506,1.0
56000,83,8317,1.0
56001,463,15778,1.0
56002,2723,11996,0.0
56003,452,1759,1.0
56004,1514,14578,0.0
56005,996,6473,1.0
56006,1075,14864,1.0
56007,78,14261,1.0
56008,882,8571,0.0
56009,110,5859,1.0
56010,749,11943,1.0
56011,1587,3014,0.0
56012,2285,12007,1.0
56013,954,14878,1.0
56014,114,4399,1.0
56015,2206,12016,1.0
56016,470,17411,1.0
56017,2857,12046,1.0
56018,823,1126,0.0
56019,3669,11908,1.0
56020,728,5545,0.0
56021,1052,7917,0.0
56022,2098,6757,1.0
56023,450,4753,1.0
56024,113,13435,0.0
56025,2203,12983,1.0
56026,520,14538,1.0
56027,438,13783,1.0
56028,1405,1990,0.0
56029,2420,8779,0.0
56030,2757,6125,1.0
56031,230,15432,0.0
56032,472,13457,1.0
56033,130,5870,1.0
56034,431,15569,1.0
56035,500,678,1.0
56036,2474,12405,1.0
56037,3363,14910,1.0
56038,481,14257,1.0
56039,1039,8512,1.0
56040,493,14531,0.0
56041,3426,9237,1.0
56042,3804,12986,0.0
56043,53,14057,1.0
56044,648,6795,1.0
56045,9,3527,1.0
56046,599,9691,1.0
56047,3,6502,1.0
56048,431,4011,0.0
56049,107,129,1.0
56050,6,14800,1.0
56051,67,8306,1.0
56052,103,15767,1.0
56053,1013,11257,1.0
56054,439,12567,1.0
56055,130,15030,1.0
56056,919,14544,0.0
56057,439,14792,1.0
56058,493,15717,0.0
56059,718,5505,1.0
56060,1110,15063,0.0
56061,1341,12578,0.0
56062,466,1922,1.0
56063,1345,2999,0.0
56064,126,14212,0.0
56065,3549,10480,1.0
56066,226,8298,0.0
56067,817,11423,1.0
56068,50,9096,1.0
56069,15,13661,0.0
56070,1327,9112,0.0
56071,60,1712,1.0
56072,53,12559,1.0
56073,1343,11967,1.0
56074,900,14514,0.0
56075,649,8498,1.0
56076,6,15748,1.0
56077,113,2735,1.0
56078,458,13345,0.0
56079,825,401,1.0
56080,2303,5955,1.0
56081,159,2301,1.0
56082,442,13916,1.0
56083,85,16392,1.0
56084,439,15668,1.0
56085,74,12180,1.0
56086,480,13430,0.0
56087,728,8117,0.0
56088,803,1116,1.0
56089,2843,11996,0.0
56090,432,4048,1.0
56091,1018,8041,1.0
56092,59,13966,1.0
56093,429,14710,1.0
56094,423,14749,1.0
56095,15,8784,1.0
56096,503,7516,0.0
56097,4028,15622,0.0
56098,2494,12153,1.0
56099,492,6248,1.0
56100,781,8654,0.0
56101,3138,12336,0.0
56102,1042,10064,0.0
56103,853,5623,1.0
56104,888,8549,1.0
56105,573,2003,1.0
56106,473,11222,1.0
56107,424,8836,1.0
56108,189,8328,1.0
56109,429,12511,0.0
56110,74,3106,1.0
56111,955,14486,0.0
56112,520,9741,0.0
56113,491,5174,1.0
56114,2158,14416,1.0
56115,2792,13077,1.0
56116,914,14500,1.0
56117,573,5476,1.0
56118,466,14198,1.0
56119,86,3291,1.0
56120,284,27,0.0
56121,39,8482,0.0
56122,1399,2053,1.0
56123,156,8489,1.0
56124,179,7030,1.0
56125,425,14268,1.0
56126,434,15718,1.0
56127,1919,7878,0.0
56128,116,781,1.0
56129,478,3921,1.0
56130,2796,9893,0.0
56131,511,8634,0.0
56132,425,14942,1.0
56133,306,16685,0.0
56134,2053,14687,0.0
56135,296,13180,0.0
56136,2220,6601,1.0
56137,1022,15292,1.0
56138,931,9732,1.0
56139,676,8036,0.0
56140,105,11997,1.0
56141,991,1585,0.0
56142,676,12046,0.0
56143,123,1251,1.0
56144,207,266,1.0
56145,1528,17600,0.0
56146,295,17726,1.0
56147,124,3966,1.0
56148,91,4951,1.0
56149,2560,6309,1.0
56150,498,5679,1.0
56151,3661,13029,1.0
56152,440,10260,1.0
56153,78,14908,1.0
56154,1720,3013,0.0
56155,741,5678,1.0
56156,3380,14535,0.0
56157,898,8776,1.0
56158,281,10223,1.0
56159,660,9402,1.0
56160,2479,11972,1.0
56161,103,3930,0.0
56162,657,1518,0.0
56163,885,15407,1.0
56164,38,6481,1.0
56165,65,14920,1.0
56166,113,4399,0.0
56167,1508,9059,1.0
56168,3200,9734,0.0
56169,781,7914,1.0
56170,2130,6494,1.0
56171,146,14655,0.0
56172,10,9578,1.0
56173,2289,7760,1.0
56174,6,8791,1.0
56175,79,13815,1.0
56176,488,15617,1.0
56177,471,8326,1.0
56178,445,3953,0.0
56179,1011,1537,1.0
56180,3603,15610,1.0
56181,1018,11228,1.0
56182,2721,7401,1.0
56183,895,15824,0.0
56184,468,11371,0.0
56185,125,5205,1.0
56186,426,16230,1.0
56187,151,9167,1.0
56188,82,14092,1.0
56189,119,6040,1.0
56190,440,16460,0.0
56191,449,2497,1.0
56192,3363,14579,1.0
56193,458,16280,1.0
56194,3644,14408,1.0
56195,2815,7645,1.0
56196,79,456,1.0
56197,2850,12067,0.0
56198,950,1010,0.0
56199,682,1368,0.0
56200,2278,6698,1.0
56201,135,11845,1.0
56202,41,9248,1.0
56203,436,6479,1.0
56204,194,1964,1.0
56205,2428,5576,0.0
56206,60,10275,1.0
56207,1939,14733,1.0
56208,429,8151,0.0
56209,453,17480,1.0
56210,2823,10025,1.0
56211,699,5442,1.0
56212,2791,15730,1.0
56213,455,2528,1.0
56214,74,928,1.0
56215,267,8814,1.0
56216,2990,12469,1.0
56217,220,7986,1.0
56218,466,13525,0.0
56219,74,1964,1.0
56220,2257,5424,1.0
56221,82,5958,1.0
56222,223,1264,1.0
56223,919,15471,1.0
56224,646,4395,1.0
56225,491,14296,1.0
56226,440,3920,1.0
56227,1157,14748,1.0
56228,3678,14757,0.0
56229,914,11336,0.0
56230,1921,3648,0.0
56231,454,5495,1.0
56232,925,14710,0.0
56233,51,4395,0.0
56234,114,4115,1.0
56235,3599,11218,0.0
56236,2260,5650,1.0
56237,745,13089,1.0
56238,897,6480,1.0
56239,2225,12130,0.0
56240,124,985,1.0
56241,1594,2913,0.0
56242,107,7483,1.0
56243,750,12779,1.0
56244,453,14999,1.0
56245,465,14797,0.0
56246,1335,8244,0.0
56247,482,4064,1.0
56248,1024,5536,1.0
56249,2890,6992,1.0
56250,486,14389,1.0
56251,25,8513,1.0
56252,113,13470,0.0
56253,2778,6242,1.0
56254,485,13825,1.0
56255,110,16385,1.0
56256,437,168,1.0
56257,38,9892,1.0
56258,475,4416,1.0
56259,88,3883,1.0
56260,832,11761,1.0
56261,41,9735,0.0
56262,611,6577,1.0
56263,755,6472,1.0
56264,1020,1160,1.0
56265,454,16486,0.0
56266,2185,6512,1.0
56267,3017,15093,1.0
56268,2973,15611,1.0
56269,497,113,0.0
56270,2239,5706,1.0
56271,864,4348,1.0
56272,514,4011,0.0
56273,75,1038,1.0
56274,2455,5586,1.0
56275,94,4030,0.0
56276,221,3089,1.0
56277,12,7268,0.0
56278,767,9172,1.0
56279,474,14217,1.0
56280,153,7685,1.0
56281,695,236,1.0
56282,735,5695,1.0
56283,55,14272,1.0
56284,1053,13148,1.0
56285,1493,15582,0.0
56286,434,12331,1.0
56287,114,2335,1.0
56288,930,2606,0.0
56289,498,13513,1.0
56290,1888,8157,1.0
56291,902,12381,1.0
56292,63,1313,1.0
56293,113,16089,1.0
56294,48,8359,0.0
56295,1048,4642,1.0
56296,225,14535,0.0
56297,2312,10441,0.0
56298,496,14392,1.0
56299,444,8800,1.0
56300,606,9789,0.0
56301,2312,5433,0.0
56302,514,5988,0.0
56303,894,8542,1.0
56304,2160,14555,1.0
56305,138,14677,1.0
56306,135,2230,0.0
56307,142,14422,1.0
56308,482,3720,1.0
56309,677,12153,1.0
56310,3603,11235,1.0
56311,75,5183,0.0
56312,1148,3006,1.0
56313,446,3702,1.0
56314,783,3525,1.0
56315,2205,14350,1.0
56316,123,14868,0.0
56317,830,11774,0.0
56318,454,17411,1.0
56319,106,2747,0.0
56320,833,208,0.0
56321,853,12592,1.0
56322,88,968,0.0
56323,836,7860,1.0
56324,732,5719,0.0
56325,830,9097,0.0
56326,3351,15893,1.0
56327,8,6527,0.0
56328,8,14554,0.0
56329,1955,13407,0.0
56330,671,12022,0.0
56331,472,1534,1.0
56332,3970,14470,0.0
56333,610,135,0.0
56334,956,11248,1.0
56335,37,1376,1.0
56336,3429,9758,0.0
56337,179,2634,0.0
56338,1332,14671,0.0
56339,1414,2038,1.0
56340,95,9447,0.0
56341,3182,11735,1.0
56342,51,12922,1.0
56343,956,11950,0.0
56344,2481,8173,0.0
56345,78,2471,0.0
56346,447,8362,1.0
56347,2314,8301,0.0
56348,117,4041,1.0
56349,36,7029,1.0
56350,889,8787,0.0
56351,826,7459,1.0
56352,124,12317,1.0
56353,502,12398,1.0
56354,1047,8564,1.0
56355,2914,7382,1.0
56356,286,16291,1.0
56357,424,1944,1.0
56358,100,11534,1.0
56359,1336,14490,0.0
56360,846,14772,1.0
56361,79,7845,0.0
56362,813,17543,0.0
56363,643,7670,1.0
56364,457,1638,1.0
56365,58,17439,0.0
56366,2683,8271,1.0
56367,499,14249,0.0
56368,661,3003,1.0
56369,493,7527,1.0
56370,3164,13002,1.0
56371,510,5544,1.0
56372,467,12801,1.0
56373,504,7698,0.0
56374,514,452,0.0
56375,3165,12949,0.0
56376,2993,12460,1.0
56377,121,9759,1.0
56378,2290,6130,1.0
56379,2012,10943,0.0
56380,3014,11244,1.0
56381,447,12581,1.0
56382,634,5615,1.0
56383,467,14330,1.0
56384,1130,6113,1.0
56385,123,14801,1.0
56386,473,14864,1.0
56387,453,14092,1.0
56388,2986,7344,1.0
56389,196,8778,0.0
56390,2685,12074,0.0
56391,2675,13015,1.0
56392,1158,14806,1.0
56393,885,15876,1.0
56394,575,5621,1.0
56395,68,12312,1.0
56396,2391,5951,1.0
56397,1040,7963,1.0
56398,3102,12065,1.0
56399,130,8797,1.0
56400,693,5522,1.0
56401,2159,14881,0.0
56402,1994,5564,1.0
56403,38,7740,1.0
56404,981,5061,1.0
56405,66,16275,0.0
56406,2074,7352,0.0
56407,140,40,0.0
56408,501,979,1.0
56409,787,207,0.0
56410,192,5491,1.0
56411,2194,12156,1.0
56412,2307,12769,1.0
56413,45,14256,0.0
56414,1016,14973,0.0
56415,3050,13023,0.0
56416,84,15798,1.0
56417,3031,12127,1.0
56418,100,4333,0.0
56419,478,7888,1.0
56420,134,7544,1.0
56421,109,15885,1.0
56422,471,15767,1.0
56423,2356,15776,0.0
56424,0,6812,1.0
56425,130,1053,1.0
56426,491,607,1.0
56427,62,7452,1.0
56428,1352,8422,0.0
56429,437,7977,1.0
56430,2153,10228,1.0
56431,37,12467,1.0
56432,66,11834,1.0
56433,36,16472,1.0
56434,925,12960,0.0
56435,128,2839,0.0
56436,1441,11960,0.0
56437,39,12725,1.0
56438,100,12063,1.0
56439,1937,14727,1.0
56440,64,15550,1.0
56441,489,8825,0.0
56442,114,13979,1.0
56443,3551,14394,1.0
56444,3016,7423,1.0
56445,1337,3040,0.0
56446,477,13358,0.0
56447,125,13873,1.0
56448,748,12057,1.0
56449,2279,13118,1.0
56450,1375,13550,1.0
56451,2930,12125,1.0
56452,3154,7638,1.0
56453,64,2130,1.0
56454,36,9356,1.0
56455,1445,7757,0.0
56456,2221,6526,1.0
56457,1012,5604,1.0
56458,91,2750,0.0
56459,3437,9261,1.0
56460,1018,15085,0.0
56461,1052,5716,1.0
56462,2819,6631,1.0
56463,424,6519,1.0
56464,117,11733,1.0
56465,113,1488,1.0
56466,96,5764,1.0
56467,838,12323,1.0
56468,108,8625,1.0
56469,7,9169,0.0
56470,445,1435,1.0
56471,2008,3705,0.0
56472,493,9247,1.0
56473,2506,11988,1.0
56474,1213,2507,0.0
56475,457,6558,1.0
56476,276,14836,1.0
56477,451,2553,1.0
56478,1131,5546,0.0
56479,440,15907,1.0
56480,781,12145,0.0
56481,609,9783,1.0
56482,2652,6279,1.0
56483,49,16539,1.0
56484,2584,5475,1.0
56485,890,16563,1.0
56486,2475,5523,0.0
56487,1011,1177,0.0
56488,102,16374,1.0
56489,2343,7351,0.0
56490,589,8775,0.0
56491,135,1008,1.0
56492,2464,5608,1.0
56493,115,10691,1.0
56494,195,481,1.0
56495,446,151,0.0
56496,91,8359,0.0
56497,745,8729,0.0
56498,50,7872,1.0
56499,117,15822,1.0
56500,73,15715,1.0
56501,2368,11436,0.0
56502,126,1119,1.0
56503,463,250,1.0
56504,92,1373,0.0
56505,38,6154,1.0
56506,1142,15137,1.0
56507,90,15129,1.0
56508,104,13338,1.0
56509,77,13548,1.0
56510,88,8119,1.0
56511,174,7171,1.0
56512,106,546,0.0
56513,165,9878,1.0
56514,446,2962,1.0
56515,483,13162,0.0
56516,1041,5985,0.0
56517,122,15721,1.0
56518,552,1963,1.0
56519,2706,10240,1.0
56520,514,8114,0.0
56521,68,15558,1.0
56522,2098,13521,0.0
56523,168,3003,1.0
56524,442,9651,1.0
56525,510,10150,1.0
56526,512,9291,0.0
56527,489,4393,0.0
56528,507,14539,0.0
56529,752,12416,0.0
56530,102,5339,0.0
56531,191,16485,1.0
56532,1116,7359,1.0
56533,2680,14855,1.0
56534,129,12911,1.0
56535,1367,12728,1.0
56536,1334,1441,0.0
56537,1039,2210,0.0
56538,156,6460,1.0
56539,1131,7348,1.0
56540,954,14570,1.0
56541,596,306,0.0
56542,2314,7411,1.0
56543,500,8740,1.0
56544,1,1394,1.0
56545,308,7921,0.0
56546,825,2345,0.0
56547,105,2476,1.0
56548,3852,13069,0.0
56549,55,14738,1.0
56550,5,3870,1.0
56551,483,641,0.0
56552,111,16468,0.0
56553,431,14069,1.0
56554,955,16503,1.0
56555,2768,12061,0.0
56556,2992,11996,1.0
56557,123,947,1.0
56558,38,12559,1.0
56559,585,5494,1.0
56560,318,37,0.0
56561,114,16092,1.0
56562,891,14948,0.0
56563,2680,14640,1.0
56564,1068,16510,1.0
56565,487,1631,1.0
56566,58,10274,1.0
56567,1489,14702,0.0
56568,688,255,1.0
56569,1047,7860,1.0
56570,489,4661,1.0
56571,753,5680,0.0
56572,2274,12336,1.0
56573,2149,15007,1.0
56574,114,1014,0.0
56575,1588,2910,0.0
56576,627,5993,1.0
56577,9,14841,1.0
56578,503,5711,1.0
56579,3576,11440,1.0
56580,513,14374,1.0
56581,102,1707,1.0
56582,2798,12133,0.0
56583,78,13867,1.0
56584,53,16259,0.0
56585,522,5741,1.0
56586,3129,11764,1.0
56587,2692,12757,1.0
56588,74,14678,1.0
56589,1018,1657,1.0
56590,908,8568,1.0
56591,114,7904,1.0
56592,2032,15487,1.0
56593,772,9349,1.0
56594,78,13686,1.0
56595,54,1239,1.0
56596,480,15763,0.0
56597,2935,14687,1.0
56598,103,15720,0.0
56599,488,2747,1.0
56600,3586,15546,0.0
56601,2291,12017,0.0
56602,3776,13040,1.0
56603,2638,14726,1.0
56604,2772,12528,1.0
56605,1921,5519,0.0
56606,485,8654,0.0
56607,1016,17410,1.0
56608,2586,5717,0.0
56609,907,9911,1.0
56610,1493,14887,1.0
56611,479,10843,1.0
56612,876,5778,1.0
56613,887,14910,1.0
56614,440,1459,1.0
56615,99,2064,1.0
56616,1049,13562,0.0
56617,137,15798,0.0
56618,96,5001,1.0
56619,95,15805,1.0
56620,122,12521,1.0
56621,679,12672,1.0
56622,335,27,1.0
56623,2237,5470,0.0
56624,507,10303,1.0
56625,102,2080,0.0
56626,163,14321,1.0
56627,487,67,0.0
56628,1022,8256,1.0
56629,752,11751,1.0
56630,1040,12151,0.0
56631,114,5041,0.0
56632,423,15776,0.0
56633,868,12399,1.0
56634,2470,5938,1.0
56635,478,15717,0.0
56636,1321,5465,1.0
56637,107,7813,1.0
56638,452,15773,1.0
56639,601,6393,0.0
56640,1481,9876,1.0
56641,79,8909,1.0
56642,2304,7741,1.0
56643,2720,7854,1.0
56644,60,3914,1.0
56645,2341,5554,1.0
56646,68,16475,1.0
56647,437,16530,0.0
56648,119,8345,1.0
56649,176,7801,1.0
56650,441,974,1.0
56651,484,6267,1.0
56652,485,9424,1.0
56653,105,4575,0.0
56654,78,4533,1.0
56655,2358,10361,1.0
56656,53,3918,1.0
56657,651,8853,0.0
56658,954,15673,0.0
56659,89,10301,1.0
56660,917,15650,1.0
56661,3678,15672,1.0
56662,1969,13365,0.0
56663,597,326,0.0
56664,473,15452,1.0
56665,470,195,0.0
56666,694,8726,0.0
56667,1006,8161,0.0
56668,2490,5700,0.0
56669,2829,12119,1.0
56670,61,1484,1.0
56671,501,14745,1.0
56672,497,117,0.0
56673,126,2477,1.0
56674,82,11433,1.0
56675,458,466,1.0
56676,2195,12179,0.0
56677,492,662,0.0
56678,640,9117,1.0
56679,478,9206,0.0
56680,74,13964,1.0
56681,3660,12946,1.0
56682,2177,5755,1.0
56683,142,12521,1.0
56684,1010,9151,0.0
56685,1013,8279,1.0
56686,499,33,1.0
56687,491,4718,1.0
56688,492,13997,1.0
56689,885,17442,1.0
56690,461,1926,1.0
56691,47,7637,1.0
56692,2860,12013,1.0
56693,869,5541,1.0
56694,162,6525,1.0
56695,444,13143,1.0
56696,3204,9131,1.0
56697,2684,6917,1.0
56698,525,12312,1.0
56699,106,15797,1.0
56700,109,2456,0.0
56701,1327,1611,0.0
56702,66,4659,1.0
56703,110,10242,1.0
56704,3361,14747,1.0
56705,146,16879,0.0
56706,3425,9155,1.0
56707,473,17021,0.0
56708,2278,12506,1.0
56709,1559,3692,1.0
56710,575,2300,1.0
56711,7,8050,1.0
56712,1032,6164,0.0
56713,1023,8281,0.0
56714,2697,8280,0.0
56715,100,15909,1.0
56716,3063,12213,0.0
56717,684,2976,0.0
56718,157,9996,1.0
56719,46,1437,1.0
56720,1223,8821,1.0
56721,54,17332,1.0
56722,446,5125,0.0
56723,2193,15069,0.0
56724,485,8788,1.0
56725,898,6507,1.0
56726,114,5040,1.0
56727,197,12,1.0
56728,3570,16504,0.0
56729,1152,2966,1.0
56730,452,8343,1.0
56731,2502,5575,1.0
56732,107,2521,0.0
56733,1410,8043,1.0
56734,73,2529,0.0
56735,121,5590,1.0
56736,167,1956,1.0
56737,791,9277,0.0
56738,93,8206,0.0
56739,2769,10040,0.0
56740,649,8138,0.0
56741,1170,14763,0.0
56742,518,9157,1.0
56743,1911,6503,1.0
56744,179,7751,1.0
56745,875,11420,0.0
56746,299,16702,1.0
56747,110,12165,0.0
56748,488,14892,1.0
56749,635,5711,0.0
56750,274,8563,1.0
56751,2029,3825,1.0
56752,195,5654,1.0
56753,1528,3854,0.0
56754,1341,15745,1.0
56755,477,8647,1.0
56756,1135,2512,0.0
56757,671,11954,1.0
56758,981,1592,1.0
56759,440,12350,1.0
56760,79,15264,1.0
56761,74,2809,1.0
56762,3664,12947,0.0
56763,467,8254,1.0
56764,189,8291,0.0
56765,792,8852,0.0
56766,2499,7014,0.0
56767,441,8252,1.0
56768,781,13047,1.0
56769,2003,11935,1.0
56770,897,6284,0.0
56771,2146,14691,0.0
56772,2545,10041,0.0
56773,952,16899,0.0
56774,497,3899,1.0
56775,461,12445,0.0
56776,1676,2951,1.0
56777,131,1542,1.0
56778,36,7434,1.0
56779,472,5023,0.0
56780,926,10095,0.0
56781,3434,9143,0.0
56782,103,9170,0.0
56783,459,4351,0.0
56784,3852,13111,0.0
56785,92,11857,1.0
56786,3360,15706,1.0
56787,477,14001,1.0
56788,444,5273,1.0
56789,499,4633,1.0
56790,489,1300,1.0
56791,2205,12174,1.0
56792,676,11941,1.0
56793,2664,10885,1.0
56794,1597,2910,0.0
56795,476,15294,1.0
56796,473,15003,0.0
56797,915,14609,1.0
56798,666,1571,1.0
56799,465,469,1.0
56800,533,6216,1.0
56801,2076,7852,1.0
56802,919,14613,0.0
56803,878,8840,0.0
56804,1515,8787,1.0
56805,772,9781,0.0
56806,489,14200,1.0
56807,895,15468,0.0
56808,1099,2052,1.0
56809,472,2064,0.0
56810,655,9863,1.0
56811,3429,9222,0.0
56812,74,14261,1.0
56813,120,2981,1.0
56814,3046,11962,1.0
56815,466,8408,1.0
56816,48,8537,1.0
56817,17,10232,1.0
56818,439,14711,1.0
56819,78,1751,1.0
56820,1015,15260,1.0
56821,451,16271,1.0
56822,1339,14674,1.0
56823,57,13979,0.0
56824,2182,6049,1.0
56825,93,484,0.0
56826,1069,1117,0.0
56827,444,11028,1.0
56828,1020,14925,1.0
56829,108,5354,0.0
56830,480,15910,1.0
56831,983,12043,1.0
56832,124,10399,1.0
56833,82,16283,0.0
56834,130,13138,1.0
56835,425,4147,1.0
56836,1335,1460,0.0
56837,914,14708,0.0
56838,2220,13165,1.0
56839,105,8788,0.0
56840,195,1274,1.0
